IdAlg,Procesos,Prank,Tamaño,Tiempo
2DD,4,0,600,1.316028
2DD,4,1,600,2.543946
2DD,4,2,600,1.418887
2DD,4,3,600,2.425786
2DD,4,0,1200,11.397772
2DD,4,1,1200,20.777931
2DD,4,2,1200,11.889253
2DD,4,3,1200,20.278340
2DD,4,0,1500,22.415038
2DD,4,1,1500,41.962590
2DD,4,2,1500,23.200983
2DD,4,3,1500,41.176320
2DD,4,0,1600,25.595790
2DD,4,1,1600,45.143963
2DD,4,2,1600,26.497650
2DD,4,3,1600,44.245079
